0.873856169,-0.107225452,-0.286038549,-0.378232796
0.870902704,-0.120898587,-0.295176727,-0.373875263
0.86768956,-0.134535674,-0.304226892,-0.36940625
0.864217696,-0.148132645,-0.313186344,-0.364827092
0.860488146,-0.161685448,-0.322052414,-0.360139152
0.856502023,-0.17519004,-0.330822456,-0.355343828
0.852260515,-0.188642396,-0.339493857,-0.350442551
0.847764887,-0.202038504,-0.34806403,-0.345436782
0.843016479,-0.215374369,-0.356530419,-0.340328014
0.838016707,-0.228646016,-0.364890502,-0.335117769
0.832767063,-0.241849488,-0.373141784,-0.329807601
0.82726911,-0.254980846,-0.381281807,-0.324399094
0.821524489,-0.268036176,-0.389308141,-0.31889386
0.815534912,-0.281011586,-0.397218395,-0.313293541
0.809302166,-0.293903205,-0.405010209,-0.307599807
0.802828108,-0.306707191,-0.412681261,-0.301814355
0.79611467,-0.319419726,-0.420229262,-0.29593891
0.789163852,-0.332037018,-0.427651963,-0.289975225
0.781977728,-0.344555307,-0.434947151,-0.283925077
0.77455844,-0.356970858,-0.442112649,-0.277790271
0.766908201,-0.369279971,-0.449146322,-0.271572636
0.759029291,-0.381478975,-0.456046071,-0.265274025
0.750924059,-0.393564233,-0.462809841,-0.258896317
0.742594924,-0.40553214,-0.469435614,-0.252441413
0.734044367,-0.41737913,-0.475921414,-0.245911238
0.725274939,-0.429101669,-0.482265307,-0.23930774
0.716289254,-0.440696261,-0.488465403,-0.232632886
0.707089992,-0.452159451,-0.494519852,-0.225888668
0.697679895,-0.463487819,-0.500426849,-0.219077097
0.68806177,-0.474677988,-0.506184633,-0.212200202
0.678238484,-0.485726621,-0.511791487,-0.205260036
0.668212966,-0.496630425,-0.517245739,-0.198258667
0.657988206,-0.507386147,-0.522545762,-0.191198182
0.647567252,-0.51799058,-0.527689978,-0.184080688
0.636953212,-0.528440564,-0.532676851,-0.176908306
0.626149251,-0.538732981,-0.537504894,-0.169683175
0.615158589,-0.548864763,-0.542172669,-0.162407449
0.603984504,-0.558832889,-0.546678783,-0.155083298
0.592630328,-0.568634387,-0.551021892,-0.147712905
0.581099446,-0.578266334,-0.555200703,-0.140298468
0.569395297,-0.587725858,-0.559213968,-0.132842199
0.55752137,-0.597010139,-0.563060491,-0.125346319
0.545481205,-0.606116408,-0.566739125,-0.117813065
0.533278394,-0.61504195,-0.570248774,-0.110244682
0.520916573,-0.623784104,-0.57358839,-0.102643427
0.50839943,-0.632340263,-0.576756979,-0.095011567
0.495730697,-0.640707876,-0.579753595,-0.087351377
0.482914151,-0.648884448,-0.582577344,-0.079665142
0.469953613,-0.65686754,-0.585227385,-0.071955152
0.456852948,-0.664654774,-0.587702928,-0.064223708
0.443616062,-0.672243825,-0.590003234,-0.056473114
0.456852948,-0.664654774,-0.587702928,-0.064223708
0.469953613,-0.65686754,-0.585227385,-0.071955152
0.482914151,-0.648884448,-0.582577344,-0.079665142
0.495730697,-0.640707876,-0.579753595,-0.087351377
0.50839943,-0.632340263,-0.576756979,-0.095011567
0.520916573,-0.623784104,-0.57358839,-0.102643427
0.533278394,-0.61504195,-0.570248774,-0.110244682
0.545481205,-0.606116408,-0.566739125,-0.117813065
0.55752137,-0.597010139,-0.563060491,-0.125346319
0.569395297,-0.587725858,-0.559213968,-0.132842199
0.581099446,-0.578266334,-0.555200703,-0.140298468
0.592630328,-0.568634387,-0.551021892,-0.147712905
0.603984504,-0.558832889,-0.546678783,-0.155083298
0.615158589,-0.548864763,-0.542172669,-0.162407449
0.626149251,-0.538732981,-0.537504894,-0.169683175
0.636953212,-0.528440564,-0.532676851,-0.176908306
0.647567252,-0.51799058,-0.527689978,-0.184080688
0.657988206,-0.507386147,-0.522545762,-0.191198182
0.668212966,-0.496630425,-0.517245739,-0.198258667
0.678238484,-0.485726621,-0.511791487,-0.205260036
0.68806177,-0.474677988,-0.506184633,-0.212200202
0.697679895,-0.463487819,-0.500426849,-0.219077097
0.707089992,-0.452159451,-0.494519852,-0.225888668
0.716289254,-0.440696261,-0.488465403,-0.232632886
0.725274939,-0.429101669,-0.482265307,-0.23930774
0.734044367,-0.41737913,-0.475921414,-0.245911238
0.742594924,-0.40553214,-0.469435614,-0.252441413
0.750924059,-0.393564233,-0.462809841,-0.258896317
0.759029291,-0.381478975,-0.456046071,-0.265274025
0.766908201,-0.369279971,-0.449146322,-0.271572636
0.77455844,-0.356970858,-0.442112649,-0.277790271
0.781977728,-0.344555307,-0.434947151,-0.283925077
0.789163852,-0.332037018,-0.427651963,-0.289975225
0.79611467,-0.319419726,-0.420229262,-0.29593891
0.802828108,-0.306707191,-0.412681261,-0.301814355
0.809302166,-0.293903205,-0.405010209,-0.307599807
0.815534912,-0.281011586,-0.397218395,-0.313293541
0.821524489,-0.268036176,-0.389308141,-0.31889386
0.82726911,-0.254980846,-0.381281807,-0.324399094
0.832767063,-0.241849488,-0.373141784,-0.329807601
0.838016707,-0.228646016,-0.364890502,-0.335117769
0.843016479,-0.215374369,-0.356530419,-0.340328014
0.847764887,-0.202038504,-0.34806403,-0.345436782
0.852260515,-0.188642396,-0.339493857,-0.350442551
0.856502023,-0.17519004,-0.330822456,-0.355343828
0.860488146,-0.161685448,-0.322052414,-0.360139152
0.864217696,-0.148132645,-0.313186344,-0.364827092
0.86768956,-0.134535674,-0.304226892,-0.36940625
0.870902704,-0.120898587,-0.295176727,-0.373875263
0.873856169,-0.107225452,-0.286038549,-0.378232796
