FULLBODY	1																																						
Frames:	114																																						
-0.46513	-0.554231	0.470446	-0.505137	-0.401219	-0.563947	0.362713	-0.62404	-0.700614	-0.224817	0.58614	-0.339171	-0.65977	-0.12909	0.662347	-0.330661	-0.097411	-0.652053	0.0155848	-0.751728	-0.270886	-0.647859	0.0523162	-0.710044	-0.66384	-0.188328	0.69085	-0.215812	-0.411793	-0.587099	0.490026	-0.495597	-0.125606	-0.739227	0.177267	-0.63745	-0.407579	-0.615847	0.476116	-0.477415
-0.466099	-0.555988	0.460479	-0.511457	-0.400553	-0.567018	0.359683	-0.623438	-0.703273	-0.226777	0.583657	-0.336636	-0.664621	-0.126205	0.661202	-0.324288	-0.07872	-0.649411	0.00921741	-0.756296	-0.243272	-0.64667	0.0397208	-0.721844	-0.664089	-0.177799	0.682762	-0.247404	-0.438497	-0.571125	0.481658	-0.499542	-0.127197	-0.744029	0.146916	-0.639263	-0.411061	-0.616517	0.445411	-0.502538
-0.465587	-0.556419	0.460335	-0.511584	-0.400724	-0.567622	0.359324	-0.622986	-0.70424	-0.225935	0.583026	-0.336273	-0.665487	-0.125449	0.660471	-0.324297	-0.0794919	-0.65053	0.00924039	-0.755253	-0.242611	-0.647045	0.0384806	-0.721798	-0.663582	-0.178305	0.683012	-0.24771	-0.437992	-0.571215	0.48155	-0.499987	-0.127522	-0.743862	0.147516	-0.639255	-0.410235	-0.616662	0.444963	-0.503432
-0.465067	-0.557009	0.460298	-0.511449	-0.400656	-0.568287	0.358955	-0.622636	-0.705169	-0.226032	0.582017	-0.33601	-0.666401	-0.125241	0.659586	-0.324301	-0.0799961	-0.652036	0.00918221	-0.7539	-0.244221	-0.648608	0.0363505	-0.71996	-0.66323	-0.178748	0.683077	-0.248155	-0.438002	-0.571006	0.481722	-0.50005	-0.127289	-0.743414	0.146636	-0.640024	-0.409318	-0.616948	0.444916	-0.50387
-0.464904	-0.557159	0.460259	-0.511469	-0.400579	-0.568382	0.358766	-0.622709	-0.705324	-0.226184	0.581817	-0.335928	-0.666693	-0.125395	0.659361	-0.324098	-0.0797821	-0.652585	0.00903409	-0.753449	-0.244725	-0.649228	0.0352206	-0.719286	-0.662985	-0.179007	0.683187	-0.248319	-0.43792	-0.570943	0.481738	-0.500179	-0.127161	-0.743344	0.146172	-0.640237	-0.408956	-0.617129	0.444967	-0.503896
-0.464408	-0.557578	0.459873	-0.51181	-0.400158	-0.568732	0.358292	-0.622932	-0.705494	-0.226576	0.581596	-0.335691	-0.667081	-0.12591	0.659159	-0.32351	-0.0790698	-0.653701	0.00829425	-0.752565	-0.245231	-0.65034	0.032899	-0.718218	-0.662752	-0.179655	0.682985	-0.24903	-0.437424	-0.571102	0.481535	-0.500626	-0.127425	-0.742766	0.144821	-0.641161	-0.408319	-0.617583	0.445777	-0.50314
-0.464484	-0.557568	0.459661	-0.511942	-0.399578	-0.569049	0.358057	-0.623149	-0.705288	-0.227328	0.581574	-0.335652	-0.667193	-0.12678	0.659127	-0.323004	-0.078772	-0.654137	0.00803676	-0.75222	-0.245422	-0.651213	0.0313218	-0.717432	-0.662565	-0.179837	0.683093	-0.249099	-0.437268	-0.571155	0.481476	-0.500759	-0.127711	-0.742461	0.143981	-0.641647	-0.408464	-0.617651	0.447391	-0.501504
-0.464692	-0.557219	0.459628	-0.512162	-0.399232	-0.568944	0.357969	-0.623518	-0.704795	-0.228007	0.581798	-0.335839	-0.667024	-0.1276	0.659285	-0.32271	-0.0778073	-0.654877	0.00770097	-0.75168	-0.245116	-0.651773	0.0305604	-0.717061	-0.662609	-0.179598	0.683246	-0.248736	-0.437823	-0.570758	0.482019	-0.500204	-0.128411	-0.741931	0.143175	-0.6423	-0.408179	-0.618006	0.447945	-0.500803
-0.464694	-0.556843	0.459482	-0.5127	-0.399147	-0.568507	0.357814	-0.62406	-0.704611	-0.227638	0.582377	-0.335472	-0.666716	-0.127235	0.659861	-0.322311	-0.07703	-0.654752	0.00766748	-0.751869	-0.24425	-0.651967	0.03069	-0.717174	-0.66254	-0.179537	0.68336	-0.248647	-0.437769	-0.570866	0.482257	-0.499899	-0.128579	-0.741908	0.143221	-0.642283	-0.408128	-0.618265	0.448387	-0.500129
-0.464474	-0.556741	0.459217	-0.513247	-0.399058	-0.567855	0.357922	-0.624648	-0.704476	-0.227073	0.583102	-0.334877	-0.666521	-0.126808	0.660243	-0.322101	-0.0766582	-0.654576	0.00770278	-0.75206	-0.242808	-0.651726	0.0314213	-0.717851	-0.662523	-0.180335	0.682969	-0.249191	-0.437596	-0.571115	0.482269	-0.499754	-0.128607	-0.742045	0.143219	-0.64212	-0.408068	-0.618451	0.448479	-0.499866
-0.464297	-0.556786	0.459023	-0.513533	-0.398975	-0.567591	0.358058	-0.624863	-0.704334	-0.226894	0.58343	-0.334726	-0.666122	-0.126226	0.660905	-0.321798	-0.0759716	-0.654019	0.00768162	-0.752614	-0.241171	-0.65116	0.0322983	-0.718877	-0.662493	-0.180453	0.682964	-0.249198	-0.437396	-0.571434	0.482233	-0.4996	-0.128113	-0.742068	0.142543	-0.642343	-0.407709	-0.618949	0.448415	-0.4996
-0.464154	-0.556992	0.458514	-0.513893	-0.398737	-0.566855	0.35825	-0.625573	-0.703707	-0.227011	0.584172	-0.334671	-0.665581	-0.126133	0.661589	-0.321546	-0.0746897	-0.652803	0.00739253	-0.7538	-0.239741	-0.650386	0.032873	-0.720029	-0.662454	-0.181038	0.682639	-0.249767	-0.43724	-0.571622	0.482284	-0.499471	-0.127092	-0.74219	0.141153	-0.642711	-0.406967	-0.619888	0.448197	-0.499235
-0.464555	-0.556989	0.458591	-0.513464	-0.398663	-0.566857	0.358557	-0.625442	-0.703401	-0.227213	0.584457	-0.33468	-0.665231	-0.12621	0.661923	-0.321555	-0.0738292	-0.652019	0.00723662	-0.754565	-0.238534	-0.649641	0.0332371	-0.721084	-0.662386	-0.181025	0.682752	-0.249648	-0.436838	-0.572012	0.482054	-0.499599	-0.127502	-0.742046	0.141329	-0.642757	-0.406851	-0.620148	0.448474	-0.498758
-0.465193	-0.55684	0.458629	-0.513015	-0.398649	-0.567247	0.358984	-0.624853	-0.703268	-0.227516	0.584577	-0.334545	-0.664815	-0.126396	0.662248	-0.321671	-0.073003	-0.651468	0.00718261	-0.755122	-0.237437	-0.649093	0.0335573	-0.721925	-0.662564	-0.180932	0.682621	-0.249603	-0.436784	-0.572123	0.482159	-0.499417	-0.127228	-0.74224	0.141433	-0.642564	-0.406815	-0.620313	0.448641	-0.498433
-0.465877	-0.556411	0.458409	-0.513056	-0.398904	-0.567645	0.358869	-0.624394	-0.703289	-0.22808	0.584338	-0.334534	-0.664496	-0.12686	0.662353	-0.321931	-0.072851	-0.651345	0.0074961	-0.75524	-0.236697	-0.648854	0.034061	-0.722359	-0.662744	-0.18089	0.682602	-0.249207	-0.436981	-0.572077	0.482423	-0.499044	-0.127492	-0.741939	0.142221	-0.642687	-0.406882	-0.62039	0.448811	-0.498129
